style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-3118,Tailored Black Jacket,Jacket,Polyester Shell,338,Black,Solid,AW25,Everlane East,Guangzhou Weave Co,1058.87,2077.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bf0a5434-a9ee-4f3e-83ea-139fb18d733c.jpg
WFX-3119,Cropped Maroon Dress,Dress,Polyester Crepe,133,Maroon,Solid,AW26,Everlane East,ABC Textiles,429.83,1136.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ae6f7084-8025-4ac5-9326-1f5db4e61305.jpg
WFX-3120,Athleisure Black Jacket,Jacket,Nylon Taslan,244,Black,Solid,SS26,Cotton Culture,Karachi Textile Mills,1525.94,3608.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/80ea2b05-080f-45f8-afe7-5a09b5071144.jpg
WFX-3121,Boxy Rust Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,382,Rust,Solid,AW25,Vastra Studio,Karachi Textile Mills,494.22,1178.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2c74a33c-4267-4bd0-946c-0dd214183f5b.jpg
WFX-3122,Heritage Pink Hoodie,Hoodie,French Terry,368,Pink,Solid,SS25,Loom & Co,ABC Textiles,896.95,1772.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1c9f7329-6013-460f-8cc1-3c38eb4d9903.jpg
WFX-3123,Signature Charcoal Jeans,Jeans,Denim 12oz,474,Charcoal,Solid,SS26,NorthPeak,Shenzhen Fashion Works,562.34,1200.67,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/facb2d9e-2e26-48dc-aefc-da385357ad99.jpg
WFX-3124,Heritage Navy Shirt,Shirt,Cotton Poplin,111,Navy,Solid,AW25,Loom & Co,Phnom Penh Sewing Ltd,547.76,913.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8519abcb-e9e7-44ba-812f-81ece738126f.jpg
WFX-3125,Athleisure Charcoal Polo,Polo,Cotton Pique,234,Charcoal,Solid,AW25,Loom & Co,Noida Knits Pvt Ltd,431.41,884.89,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2fabbb28-f7b2-4da2-89cf-7937da3c6f67.jpg
WFX-3126,Boxy Pink Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,317,Pink,Solid,SS26,Everlane East,Noida Knits Pvt Ltd,660.13,1797.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/000d31f6-44b5-4758-8d86-c4fcfb234392.jpg
WFX-3127,Vintage Grey Melange Jacket,Jacket,Denim 12oz,261,Grey Melange,Solid,AW26,Cotton Culture,ABC Textiles,1402.66,2710.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/44bf7760-a7c2-41c2-9eb4-1d12bd5c235c.jpg
WFX-3128,Athleisure Black Sweatshirt,Sweatshirt,Loopback Cotton,293,Black,Printed,AW26,Meridian Apparel,Shenzhen Fashion Works,471.17,793.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c3c72b7c-d55e-4e4d-9aad-3b18d86ce4e3.jpg
WFX-3129,Heritage Indigo Dress,Dress,Viscose,118,Indigo,Solid,SS25,Kaia Collective,Phnom Penh Sewing Ltd,647.35,1370.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ce27bde3-b523-449c-87b0-35c4317d32d1.jpg
WFX-3130,Boxy Yellow Polo,Polo,Cotton Pique,182,Yellow,Solid,SS25,Kaia Collective,Colombo Apparel Group,271.88,621.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ce5e1ff5-b923-462b-b897-c26d7c571ece.jpg
WFX-3131,Essential Grey Melange Shirt,Shirt,Cotton Poplin,112,Grey Melange,Printed,AW26,UrbanThread,Guangzhou Weave Co,565.84,1086.26,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/15f9e043-b73c-4443-9ea2-56c142756f11.jpg
WFX-3132,Tailored Red Sweatshirt,Sweatshirt,Loopback Cotton,315,Red,Printed,AW25,UrbanThread,Dhaka Knitwear Ltd,561.57,1388.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0a671f9d-d105-4ec9-8642-f4f228f8a90f.jpg
WFX-3133,Essential Red Dress,Dress,Polyester Crepe,115,Red,Solid,SS26,Everlane East,Hanoi Stitch Co,661.98,1801.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1bb8d90d-2b00-4623-9bfe-2ffac4f7d17f.jpg
WFX-3134,Oversized Beige Shorts,Shorts,French Terry,242,Beige,Solid,AW26,NorthPeak,Hanoi Stitch Co,277.2,621.36,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9935412e-9bfe-49be-b291-574c235e32fb.jpg
WFX-3135,Cropped Sky Blue Shorts,Shorts,Cotton Twill,230,Sky Blue,Solid,AW26,Loom & Co,Shenzhen Fashion Works,261.8,539.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/92af39a3-3cad-4753-9818-b83bf03c398b.jpg
WFX-3136,Slim Fit Black Dress,Dress,Polyester Crepe,110,Black,Printed,SS25,Vastra Studio,Shenzhen Fashion Works,836.87,1778.83,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d4477250-7054-436a-a337-baad421bc8cc.jpg
WFX-3137,Cropped Blue T-Shirt,T-Shirt,Cotton/Polyester 60/40,202,Blue,Solid,AW26,Kaia Collective,Noida Knits Pvt Ltd,247.19,630.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/da1eb101-497b-488e-9c23-9bb47bb7bf94.jpg
WFX-3138,Vintage Black Dress,Dress,Viscose,143,Black,Solid,SS25,Vastra Studio,ABC Textiles,380.83,969.34,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3d12283a-fd39-4f2b-a8f9-da9f1d5bdae5.jpg
WFX-3139,Relaxed Grey Melange Shorts,Shorts,French Terry,271,Grey Melange,Solid,SS25,UrbanThread,Phnom Penh Sewing Ltd,512.28,911.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/157f5e09-784d-45c8-a6bd-6029920ef0fd.jpg
WFX-3140,Classic Charcoal Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,363,Charcoal,Solid,AW25,Meridian Apparel,Phnom Penh Sewing Ltd,458.58,1232.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a050c7c8-af4d-4948-98c4-b5b1715cbd96.jpg
WFX-3141,Boxy Yellow Polo,Polo,Cotton Pique,220,Yellow,Solid,AW25,Loom & Co,Dhaka Knitwear Ltd,264.99,521.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ff52c8c8-5abd-42fa-8b53-936aded546d5.jpg
WFX-3142,Oversized Black Trousers,Trousers,Cotton Twill,214,Black,Solid,AW25,Everlane East,Shenzhen Fashion Works,623.71,1596.08,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/14625df7-84a3-435c-90a7-e57a9dce3888.jpg
WFX-3143,Slim Fit Sky Blue T-Shirt,T-Shirt,Cotton Slub,181,Sky Blue,Solid,SS26,Vastra Studio,Jakarta Garmindo,180.2,436.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b9b69d8d-2885-4ac1-8408-a5a379e7116e.jpg
WFX-3144,Vintage Charcoal Trousers,Trousers,Poly/Viscose Suiting,222,Charcoal,Solid,AW25,Cotton Culture,Tirupur Garments Co,550.98,961.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1417a51e-fca6-458d-9d7c-456644616663.jpg
WFX-3145,Heritage Charcoal Jeans,Jeans,Denim 14oz,402,Charcoal,Solid,AW26,Meridian Apparel,Dhaka Knitwear Ltd,1055.41,1740.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e30d4ce2-f964-4b70-81bf-4b2696ee4181.jpg
WFX-3146,Signature Black Skirt,Skirt,Denim 10oz,150,Black,Solid,SS26,Everlane East,Dhaka Knitwear Ltd,302.22,548.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8d173264-bc7d-4175-8130-711c94d3f1ca.jpg
WFX-3147,Boxy Navy Polo,Polo,Polyester Pique,188,Navy,Solid,AW26,Vastra Studio,Jakarta Garmindo,311.85,738.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/714345fc-3ee9-4781-adcd-f6e7204ba588.jpg
WFX-3148,Heritage Beige T-Shirt,T-Shirt,100% Cotton,216,Beige,Solid,SS26,Cotton Culture,Dhaka Knitwear Ltd,195.0,428.97,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2fcb5130-d1f4-4b74-8059-df548f949347.jpg
WFX-3149,Oversized Plum Dress,Dress,Viscose,171,Plum,Solid,SS26,Vastra Studio,Jakarta Garmindo,479.6,834.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/411a9780-e825-4bed-b9ce-848927b36638.jpg
WFX-3150,Heritage Black Skirt,Skirt,Viscose,175,Black,Solid,AW26,Kaia Collective,Tirupur Garments Co,318.57,552.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/23f711eb-2808-4577-be4c-c1355ad07dae.jpg
WFX-3151,Cropped Black Sweatshirt,Sweatshirt,French Terry,345,Black,Solid,AW25,Everlane East,Hanoi Stitch Co,769.07,1280.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a60677b2-a77f-4109-94c3-8f2fc922e1a9.jpg
WFX-3152,Oversized Purple T-Shirt,T-Shirt,Organic Cotton,218,Purple,Solid,SS25,Meridian Apparel,ABC Textiles,351.29,881.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/00d9cc6e-2564-4813-9d68-4bc4d562107b.jpg
WFX-3153,Signature Brown Dress,Dress,Viscose,162,Brown,Printed,AW26,Cotton Culture,Shenzhen Fashion Works,633.2,1066.96,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d1dd492a-77b6-4d76-bc22-852cda12c437.jpg
WFX-3154,Oversized Coral Dress,Dress,Rayon Challis,141,Coral,Printed,AW25,Everlane East,Shenzhen Fashion Works,476.53,825.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e002937a-b018-41f6-9ccc-79c35f01b14d.jpg
WFX-3155,Vintage Brown Shirt,Shirt,Cotton/Linen 70/30,124,Brown,Solid,AW25,Vastra Studio,ABC Textiles,329.41,758.34,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/10cc325b-f31b-4acd-adcc-ed668da293bf.jpg
WFX-3156,Heritage Black Skirt,Skirt,Viscose,189,Black,Solid,SS26,NorthPeak,Shenzhen Fashion Works,430.72,925.74,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bb437c07-06e4-4b16-b3aa-8382dd35de0a.jpg
WFX-3157,Slim Fit Black Polo,Polo,Cotton/Spandex 95/5,188,Black,Solid,SS25,Kaia Collective,Colombo Apparel Group,259.63,592.58,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a73098e0-5b2b-4576-9d7e-463b58ec2b6a.jpg
WFX-3158,Athleisure Off White Shirt,Shirt,Cotton/Linen 70/30,120,Off White,Solid,AW25,Meridian Apparel,Colombo Apparel Group,604.14,1126.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7f427c6f-1c20-4ea0-a1d7-7e46715eeb8a.jpg
WFX-3159,Athleisure Indigo Hoodie,Hoodie,Cotton Fleece,332,Indigo,Solid,AW26,Kaia Collective,Shenzhen Fashion Works,835.64,1827.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/405cc200-8f74-4917-adaa-d43cca8e8ba4.jpg
WFX-3160,Essential Red Polo,Polo,Cotton Pique,226,Red,Solid,AW26,Vastra Studio,Shenzhen Fashion Works,378.43,1001.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4d42474e-cc0c-4528-84ac-7a543ffa4ee2.jpg
WFX-3161,Boxy Grey Melange Polo,Polo,Polyester Pique,237,Grey Melange,Solid,SS25,Everlane East,ABC Textiles,251.52,698.28,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/30b065eb-caa7-4666-80a9-2c06808d89ff.jpg
WFX-3162,Classic Charcoal Jeans,Jeans,Denim 14oz,365,Charcoal,Solid,AW26,Vastra Studio,Jakarta Garmindo,771.46,1456.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c56cf310-3a45-44f3-96c8-d478db8f6784.jpg
WFX-3163,Boxy White Polo,Polo,Cotton/Spandex 95/5,198,White,Printed,SS26,Meridian Apparel,ABC Textiles,321.72,900.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/001068a8-86c3-4029-a9d9-1e27015e7e64.jpg
WFX-3164,Slim Fit Grey Melange Shorts,Shorts,French Terry,255,Grey Melange,Solid,AW26,Meridian Apparel,Istanbul Denim House,425.1,1178.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/47948bab-d1f7-4116-89d6-89d273c5a610.jpg
WFX-3165,Essential Black Dress,Dress,Polyester Crepe,100,Black,Printed,SS25,NorthPeak,Guangzhou Weave Co,823.21,1386.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8b366b95-1958-4b76-a9c3-f8195f589499.jpg
WFX-3166,Heritage Brown Shirt,Shirt,Linen,154,Brown,Solid,SS25,Cotton Culture,Shenzhen Fashion Works,678.44,1527.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3ea9b190-582d-474b-9ba1-1fbabb2a2435.jpg
WFX-3167,Boxy Sky Blue Dress,Dress,Linen,146,Sky Blue,Solid,SS25,Cotton Culture,Hanoi Stitch Co,838.39,1453.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5e173b2c-a978-47d2-8a98-413d910e97e4.jpg
WFX-3168,Relaxed Charcoal Polo,Polo,Cotton Pique,221,Charcoal,Solid,AW25,Cotton Culture,Guangzhou Weave Co,417.64,701.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bde3650f-7173-4470-8c16-a48b273b571a.jpg
WFX-3169,Relaxed Grey Melange T-Shirt,T-Shirt,100% Cotton,201,Grey Melange,Solid,AW25,Cotton Culture,Guangzhou Weave Co,334.35,836.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0a85a584-cb49-4795-b2f1-7eebbf09399a.jpg
WFX-3170,Essential Black Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,344,Black,Printed,SS26,Kaia Collective,Dhaka Knitwear Ltd,756.1,1461.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/638afa0a-e012-4a74-bb4a-1ea1c6d0b3b5.jpg
WFX-3171,Heritage Off White Shirt,Shirt,Chambray,143,Off White,Solid,SS26,Kaia Collective,Jakarta Garmindo,631.82,1367.38,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/084214ae-f8d8-4ef2-80fa-f840c8376169.jpg
WFX-3172,Vintage Black Jacket,Jacket,Nylon Taslan,268,Black,Solid,AW25,NorthPeak,Dhaka Knitwear Ltd,1502.71,3230.0,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/708b3822-770d-4e61-ae0e-5d5fe467493b.jpg
WFX-3173,Slim Fit Charcoal Hoodie,Hoodie,Cotton Fleece,301,Charcoal,Solid,AW25,UrbanThread,Istanbul Denim House,574.17,1398.96,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9edeb8a3-c80c-4dc7-b9a6-405cbaf4e2b4.jpg
WFX-3174,Vintage Grey Melange Shorts,Shorts,Nylon Ripstop,247,Grey Melange,Solid,AW26,UrbanThread,Hanoi Stitch Co,412.43,725.23,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/60a2a660-b21a-450f-af86-1d87aabb743a.jpg
WFX-3175,Heritage Maroon Hoodie,Hoodie,Cotton Fleece,288,Maroon,Printed,SS26,Everlane East,Jakarta Garmindo,459.92,1178.49,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e86f8844-7c01-4ffe-a12a-0ecb0671ba47.jpg
WFX-3176,Signature Teal Polo,Polo,Polyester Pique,221,Teal,Solid,AW26,Kaia Collective,Noida Knits Pvt Ltd,486.05,1061.23,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/393a3e52-8c53-478b-8a3d-0603dd2a39d0.jpg
WFX-3177,Relaxed Sky Blue Hoodie,Hoodie,French Terry,296,Sky Blue,Printed,AW26,Cotton Culture,Colombo Apparel Group,854.23,1680.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ae60e8d3-5140-47d5-8ba5-c976b98f48fb.jpg
WFX-3178,Athleisure Grey Melange Hoodie,Hoodie,Cotton Fleece,298,Grey Melange,Solid,AW25,NorthPeak,Tirupur Garments Co,608.9,1307.38,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fcbdb909-01ec-4096-b4ad-41cba133b544.jpg
WFX-3179,Slim Fit Charcoal Shorts,Shorts,Cotton Twill,267,Charcoal,Printed,AW25,Loom & Co,Tirupur Garments Co,462.43,1241.93,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6a99b56f-1340-4b74-a8a1-d08f082469f3.jpg
WFX-3180,Relaxed Olive T-Shirt,T-Shirt,Organic Cotton,213,Olive,Solid,SS25,Cotton Culture,Tirupur Garments Co,181.62,347.35,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1ab8de40-39ef-4528-8186-cdb9bfaab2bc.jpg
WFX-3181,Cropped Grey Melange Sweatshirt,Sweatshirt,French Terry,307,Grey Melange,Solid,SS25,UrbanThread,Jakarta Garmindo,579.37,1605.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/16e5d441-1398-411e-b013-0374019e32a3.jpg
WFX-3182,Classic Grey Melange Jeans,Jeans,Denim 14oz,377,Grey Melange,Solid,SS26,NorthPeak,Tirupur Garments Co,1068.67,2899.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/34fcfb9f-60ec-4cf2-b8cc-12ad05fbd3f1.jpg
WFX-3183,Boxy Charcoal Dress,Dress,Cotton Voile,173,Charcoal,Printed,SS26,Loom & Co,Guangzhou Weave Co,716.79,1834.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cf0ab953-d1b3-4c51-bbc6-f50078b4df58.jpg
WFX-3184,Vintage Off White Jacket,Jacket,Nylon Taslan,255,Off White,Solid,AW25,Kaia Collective,ABC Textiles,1310.21,2280.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fff6b588-6b62-4de8-8e06-f726000a12f8.jpg
WFX-3185,Tailored Navy Polo,Polo,Cotton Pique,200,Navy,Solid,AW25,NorthPeak,Phnom Penh Sewing Ltd,266.51,631.52,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/98c4b023-ed56-4397-93fe-c6f99d9d4c31.jpg
WFX-3186,Oversized Off White Skirt,Skirt,Cotton Twill,150,Off White,Solid,AW26,Vastra Studio,Noida Knits Pvt Ltd,488.44,1042.6,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/db36b9f3-57d5-4840-8d67-89c2f8a03251.jpg
WFX-3187,Essential Grey Melange Skirt,Skirt,Polyester Crepe,217,Grey Melange,Solid,AW26,Meridian Apparel,Noida Knits Pvt Ltd,511.78,1398.23,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f19701fb-2884-4526-bc66-ec71d359875f.jpg
WFX-3188,Cropped Blush Pink T-Shirt,T-Shirt,Organic Cotton,189,Blush Pink,Solid,AW26,Loom & Co,Hanoi Stitch Co,243.21,472.21,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c7c4406a-1681-4f7e-874a-b6eb77d27044.jpg
WFX-3189,Cropped Brown Sweatshirt,Sweatshirt,Cotton Fleece,316,Brown,Solid,AW25,Everlane East,Istanbul Denim House,696.61,1462.0,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a254b3ea-75fa-44f2-8c8f-beb159093b74.jpg
WFX-3190,Cropped Grey Melange Hoodie,Hoodie,Cotton Fleece,386,Grey Melange,Printed,AW26,Cotton Culture,Shenzhen Fashion Works,714.23,1216.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e98f1185-29fd-42e9-9fde-f0ee5140ad6a.jpg
WFX-3191,Cropped Charcoal Hoodie,Hoodie,French Terry,376,Charcoal,Solid,AW26,Meridian Apparel,Noida Knits Pvt Ltd,619.1,995.48,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f82c1af3-04c0-45c8-af77-c0cf2b04b0da.jpg
WFX-3192,Vintage Grey Melange Polo,Polo,Polyester Pique,216,Grey Melange,Solid,SS26,Kaia Collective,Tirupur Garments Co,476.57,840.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/046c5c17-e506-4104-b762-9722b0769db8.jpg
WFX-3193,Boxy Teal Shorts,Shorts,Nylon Ripstop,266,Teal,Solid,AW25,UrbanThread,Guangzhou Weave Co,425.56,933.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f59e0f32-036d-42f8-a29d-4f12f9c70eed.jpg
WFX-3194,Boxy Grey Melange Shorts,Shorts,Cotton Twill,193,Grey Melange,Solid,SS25,NorthPeak,Noida Knits Pvt Ltd,340.05,805.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5879278c-faf7-4fde-b935-3dea70899ba0.jpg
WFX-3195,Oversized Black T-Shirt,T-Shirt,Cotton/Polyester 60/40,202,Black,Printed,SS26,Kaia Collective,ABC Textiles,376.7,894.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8b5fd4f2-bb6a-4155-bed6-0dff7ec7f0c2.jpg
WFX-3196,Cropped Off White Shorts,Shorts,French Terry,255,Off White,Printed,AW26,Loom & Co,Karachi Textile Mills,358.53,780.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1bcf8cc6-9d6e-49d6-ab17-6b6bb795eadb.jpg
WFX-3197,Classic Grey Melange Dress,Dress,Linen,173,Grey Melange,Solid,AW25,Cotton Culture,Phnom Penh Sewing Ltd,359.65,687.45,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/484aaf4f-de3a-445b-8a3a-452e9e6af697.jpg
WFX-3198,Heritage Off White Dress,Dress,Rayon Challis,145,Off White,Solid,SS26,UrbanThread,Karachi Textile Mills,439.82,847.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8dcd8c2d-e44b-445b-b026-653d7e6918b8.jpg
WFX-3199,Heritage Charcoal Shorts,Shorts,Nylon Ripstop,227,Charcoal,Solid,AW25,Loom & Co,Shenzhen Fashion Works,441.68,747.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c7883ef6-3249-45ef-a202-383364e14816.jpg
WFX-3200,Cropped Off White Hoodie,Hoodie,French Terry,321,Off White,Solid,SS26,Cotton Culture,Noida Knits Pvt Ltd,842.6,2184.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1e644fc1-d3ba-4da2-954e-68879e020a2f.jpg
WFX-3201,Tailored Charcoal Hoodie,Hoodie,French Terry,354,Charcoal,Solid,SS26,Cotton Culture,Tirupur Garments Co,608.23,1078.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9748e210-8815-45a8-9e32-46e3cdd779dd.jpg
WFX-3202,Slim Fit Charcoal Jacket,Jacket,Cotton Canvas,307,Charcoal,Solid,AW25,Vastra Studio,Shenzhen Fashion Works,1528.82,2745.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/12f9e1b9-6ef2-4d56-b91f-4a068a6e1a96.jpg
WFX-3203,Classic Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,318,Grey Melange,Solid,AW26,Cotton Culture,Tirupur Garments Co,766.41,1333.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/68cca66a-f96c-48a1-863c-77455172be43.jpg
WFX-3204,Tailored Charcoal Jacket,Jacket,Denim 12oz,255,Charcoal,Solid,SS26,Meridian Apparel,Phnom Penh Sewing Ltd,1435.33,3828.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5b32191d-85d4-4990-b419-ae928b56597b.jpg
